workload,variant,n_reps,ok,wall_s_min,wall_s_median,wall_s_max,user_s_median,sys_s_median,cpu_pct_median,max_rss_kb_median,page_faults_major_median,page_faults_minor_median,output_bytes_median,total_run_time_s_median,sequence_1_io_s_median,seed_position_table_s_median,sequence_2_io_s_median,seed_hit_search_s_median,chaining_s_median,gapped_extension_s_median,interpolation_s_median,output_s_median,total_query_time_s_median,ge_above_below_s_median,ge_left_right_s_median,ge_ydrop_align_s_median,ge_ydrop_one_sided_align_s_median,ge_update_lr_bounds_s_median,ge_next_sweep_seg_s_median,ge_prev_sweep_seg_s_median,ge_update_active_segs_s_median,ge_filter_active_segs_s_median
synth.uniform_1000kb,default,3,1,2.52,2.52,2.53,2.47,0.05,99,162092,0,56625,325269,2.522,0.022,0.069,0.013,0.7,0.0,1.714,0.0,0.003,2.429,0.0,0.0,1.619,1.619,0.02,0.0,0.0,0.059,0.02
